Stazione;Grandezza;Data rilevazione;Ora rilevazione;Valore
Mazara del Vallo;Precipitazioni totali orarie (mm);03/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);03/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;02:00;0,2
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;05:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;06:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;07:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;08:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;12:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;13:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);04/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;02:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;05:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;06:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;07:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;08:00;0,2
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;12:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;13:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);05/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;02:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;05:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;06:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;07:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;08:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;12:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;13:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);06/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;02:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;05:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;06:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;07:00;0,2
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;08:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;12:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;13:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);07/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;02:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;05:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;06:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;07:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;08:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;12:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;13:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);08/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;02:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;05:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;06:00;0,2
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;07:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;08:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;12:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;13:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);09/01/2023;23:00;0,2
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;02:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;05:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;06:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;07:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;08:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;12:00;0,4
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;13:00;0,2
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);10/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;02:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;05:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;06:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;07:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;08:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;12:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;13:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);11/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;02:00;0,2
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;05:00;0,2
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;06:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;07:00;0,2
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;08:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;12:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;13:00;0,2
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);12/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;02:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;05:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;06:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;07:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;08:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;12:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;13:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);13/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;02:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;04:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;05:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;06:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;07:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;08:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;09:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;10:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;11:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;12:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;13:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;14:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;15:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;16:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;17:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;18:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;19:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;20:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;21:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;22:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);14/01/2023;23:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);15/01/2023;00:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);15/01/2023;01:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);15/01/2023;02:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);15/01/2023;03:00;0
Mazara del Vallo;Precipitazioni totali orarie (mm);15/01/2023;04:00;0
