Stazione;Grandezza;Data rilevazione;Ora rilevazione;Valore
Mazara del Vallo;Temperatura aria media oraria (°C);10/03/2023;21:00;13,3
Mazara del Vallo;Temperatura aria media oraria (°C);10/03/2023;22:00;13
Mazara del Vallo;Temperatura aria media oraria (°C);10/03/2023;23:00;13,5
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;00:00;13,7
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;01:00;13,7
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;02:00;13,5
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;03:00;13,4
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;04:00;13,1
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;05:00;13,3
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;06:00;13,4
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;07:00;14,3
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;08:00;15,5
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;09:00;16,2
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;10:00;17,2
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;11:00;17,5
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;12:00;17,6
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;13:00;17,8
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;14:00;18,1
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;15:00;17,5
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;16:00;17
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;17:00;15,9
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;18:00;15,3
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;19:00;14,7
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;20:00;14,7
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;21:00;14,1
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;22:00;14,2
Mazara del Vallo;Temperatura aria media oraria (°C);11/03/2023;23:00;13,8
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;00:00;13,5
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;01:00;13,5
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;02:00;12,9
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;03:00;13,5
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;04:00;13,8
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;05:00;13,9
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;06:00;13,8
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;07:00;14,1
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;08:00;15,7
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;09:00;17,1
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;10:00;17,7
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;11:00;18,4
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;12:00;18,9
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;13:00;18,7
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;14:00;18,7
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;15:00;18,1
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;16:00;17,2
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;17:00;15,9
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;18:00;14,1
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;19:00;12,4
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;20:00;12,2
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;21:00;12
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;22:00;11,3
Mazara del Vallo;Temperatura aria media oraria (°C);12/03/2023;23:00;10,5
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;00:00;9,5
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;01:00;9,9
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;02:00;9,3
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;03:00;8,2
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;04:00;7,2
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;05:00;7,5
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;06:00;7,7
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;07:00;9,7
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;08:00;12,8
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;09:00;15,6
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;10:00;18,1
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;11:00;19,3
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;12:00;21,1
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;13:00;21,9
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;14:00;21,3
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;15:00;21,2
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;16:00;19,8
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;17:00;17,2
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;18:00;14
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;19:00;12,4
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;20:00;11,7
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;21:00;12,5
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;22:00;12,7
Mazara del Vallo;Temperatura aria media oraria (°C);13/03/2023;23:00;12,6
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;00:00;12,7
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;01:00;12,6
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;02:00;12,4
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;03:00;12,4
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;04:00;12,2
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;05:00;12,1
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;06:00;12,2
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;07:00;12,9
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;08:00;14
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;09:00;14,8
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;10:00;15,3
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;11:00;15,9
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;12:00;16
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;13:00;15,8
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;14:00;16
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;15:00;15,9
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;16:00;15,9
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;17:00;15,1
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;18:00;14
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;19:00;13,5
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;20:00;13,7
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;21:00;13,2
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;22:00;12,3
Mazara del Vallo;Temperatura aria media oraria (°C);14/03/2023;23:00;12,8
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;00:00;12,5
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;01:00;12,6
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;02:00;12,7
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;03:00;13
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;04:00;12,9
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;05:00;13
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;06:00;12,8
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;07:00;13,2
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;08:00;14
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;09:00;14,6
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;10:00;15,3
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;11:00;15,8
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;12:00;16,3
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;13:00;16,4
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;14:00;16,5
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;15:00;16
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;16:00;15,4
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;17:00;14,1
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;18:00;12
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;19:00;10,2
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;20:00;9,9
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;21:00;10,2
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;22:00;9,9
Mazara del Vallo;Temperatura aria media oraria (°C);15/03/2023;23:00;9,5
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;00:00;9,6
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;01:00;8,7
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;02:00;8,3
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;03:00;8,7
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;04:00;7,9
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;05:00;7,7
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;06:00;8,7
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;07:00;10,8
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;08:00;13,6
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;09:00;14,5
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;10:00;15,3
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;11:00;16,2
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;12:00;16,6
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;13:00;16,6
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;14:00;16,5
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;15:00;16
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;16:00;14,5
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;17:00;13
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;18:00;9,8
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;19:00;7,9
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;20:00;7
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;21:00;7
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;22:00;5,5
Mazara del Vallo;Temperatura aria media oraria (°C);16/03/2023;23:00;4,4
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;00:00;4
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;01:00;3,6
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;02:00;4
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;03:00;5,4
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;04:00;6,5
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;05:00;5,3
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;06:00;5,7
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;07:00;8,3
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;08:00;12,4
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;09:00;14,3
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;10:00;15,8
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;11:00;17,3
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;12:00;17
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;13:00;16,2
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;14:00;16,3
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;15:00;15,9
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;16:00;14,9
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;17:00;13,8
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;18:00;11,6
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;19:00;9,6
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;20:00;8
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;21:00;7,1
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;22:00;8,3
Mazara del Vallo;Temperatura aria media oraria (°C);17/03/2023;23:00;8,7
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;00:00;9,3
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;01:00;10,3
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;02:00;10
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;03:00;11,7
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;04:00;12,4
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;05:00;12
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;06:00;10,9
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;07:00;12,1
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;08:00;14
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;09:00;15,1
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;10:00;15,8
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;11:00;15,5
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;12:00;15,6
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;13:00;15,2
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;14:00;15
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;15:00;15,2
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;16:00;14,5
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;17:00;13,6
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;18:00;11,8
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;19:00;10,4
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;20:00;8,8
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;21:00;7,6
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;22:00;6,9
Mazara del Vallo;Temperatura aria media oraria (°C);18/03/2023;23:00;6,6
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;00:00;6,4
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;01:00;5,8
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;02:00;5,7
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;03:00;5,5
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;04:00;5,1
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;05:00;4,9
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;06:00;4,6
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;07:00;7,1
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;08:00;11,9
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;09:00;14
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;10:00;14,9
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;11:00;16
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;12:00;16,9
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;13:00;17,1
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;14:00;16,8
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;15:00;15,9
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;16:00;15,2
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;17:00;13,8
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;18:00;12,3
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;19:00;10,7
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;20:00;11,2
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;21:00;11,9
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;22:00;12,2
Mazara del Vallo;Temperatura aria media oraria (°C);19/03/2023;23:00;12,2
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;00:00;12,2
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;01:00;12,4
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;02:00;12,3
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;03:00;11,6
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;04:00;11,2
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;05:00;11,1
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;06:00;10,9
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;07:00;11,1
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;08:00;12
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;09:00;14
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;10:00;15,9
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;11:00;16,7
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;12:00;16,9
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;13:00;16,7
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;14:00;16,2
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;15:00;15
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;16:00;14,5
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;17:00;14,2
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;18:00;13,6
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;19:00;13
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;20:00;12,5
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;21:00;11,2
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;22:00;9,9
Mazara del Vallo;Temperatura aria media oraria (°C);20/03/2023;23:00;9,8
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;00:00;9,5
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;01:00;8,9
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;02:00;7,8
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;03:00;7,2
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;04:00;6,7
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;05:00;7,2
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;06:00;7,2
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;07:00;9,4
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;08:00;13,7
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;09:00;15,7
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;10:00;15,9
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;11:00;18,3
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;12:00;17,9
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;13:00;18,2
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;14:00;18,2
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;15:00;18,2
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;16:00;17,1
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;17:00;15,7
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;18:00;13,3
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;19:00;11,7
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;20:00;10,2
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;21:00;8,9
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;22:00;8
Mazara del Vallo;Temperatura aria media oraria (°C);21/03/2023;23:00;8,2
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;00:00;8,8
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;01:00;8,6
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;02:00;7,8
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;03:00;7,7
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;04:00;8,4
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;05:00;8,6
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;06:00;8,8
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;07:00;10,8
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;08:00;13,6
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;09:00;16
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;10:00;17
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;11:00;18,3
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;12:00;19,7
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;13:00;19,7
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;14:00;19,4
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;15:00;16,9
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;16:00;15,8
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;17:00;15,5
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;18:00;14,5
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;19:00;13
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;20:00;11,6
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;21:00;10,8
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;22:00;10,2
Mazara del Vallo;Temperatura aria media oraria (°C);22/03/2023;23:00;10
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;00:00;9,2
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;01:00;9,3
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;02:00;8,9
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;03:00;8,1
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;04:00;7,8
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;05:00;8,1
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;06:00;8,4
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;07:00;10,8
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;08:00;14,5
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;09:00;17
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;10:00;19,2
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;11:00;21
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;12:00;22,2
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;13:00;20,6
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;14:00;19,6
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;15:00;20
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;16:00;18,3
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;17:00;16,7
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;18:00;14,5
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;19:00;12,3
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;20:00;11,1
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;21:00;12,1
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;22:00;11,7
Mazara del Vallo;Temperatura aria media oraria (°C);23/03/2023;23:00;11,1
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;00:00;10,7
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;01:00;10
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;02:00;8,6
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;03:00;7,5
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;04:00;5,4
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;05:00;4,4
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;06:00;4,4
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;07:00;8,2
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;08:00;13,8
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;09:00;17,4
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;10:00;19,3
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;11:00;19,4
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;12:00;20
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;13:00;20,4
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;14:00;20,3
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;15:00;19,9
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;16:00;19,1
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;17:00;17,7
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;18:00;15,1
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;19:00;11,9
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;20:00;9,8
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;21:00;8
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;22:00;7,2
Mazara del Vallo;Temperatura aria media oraria (°C);24/03/2023;23:00;6,6
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;00:00;6,5
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;01:00;7,2
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;02:00;6,6
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;03:00;6,5
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;04:00;6,1
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;05:00;7,2
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;06:00;8,6
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;07:00;10,2
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;08:00;12,8
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;09:00;16,1
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;10:00;18,7
Mazara del Vallo;Temperatura aria media oraria (°C);25/03/2023;11:00;20,5
