Stazione;Grandezza;Data rilevazione;Ora rilevazione;Valore
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;06:00;0,67
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;07:00;1,07
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;08:00;1,71
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;09:00;2,02
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;10:00;2,73
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;11:00;1,27
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;12:00;3,09
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;13:00;2,75
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;14:00;1,45
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;15:00;0,73
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;16:00;0,41
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;17:00;0,56
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;18:00;0,2
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;19:00;0,02
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);09/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;04:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;05:00;0,12
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;06:00;0,61
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;07:00;0,68
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;08:00;0,57
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;09:00;1,36
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;10:00;2,8
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;11:00;3,16
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;12:00;3,04
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;13:00;2,67
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;14:00;1,41
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;15:00;0,68
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;16:00;0,2
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;17:00;0,77
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;18:00;0,34
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;19:00;0,04
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);10/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;04:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;05:00;0,14
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;06:00;0,7
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;07:00;1,41
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;08:00;2,11
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;09:00;2,7
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;10:00;3,06
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;11:00;3,38
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;12:00;3,29
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;13:00;3,04
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;14:00;2,86
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;15:00;2,02
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;16:00;0,91
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;17:00;0,81
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;18:00;0,34
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;19:00;0,02
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);11/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;04:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;05:00;0,12
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;06:00;0,45
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;07:00;1,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;08:00;1,92
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;09:00;2,49
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;10:00;2,69
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;11:00;2,98
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;12:00;3,31
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;13:00;2,84
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;14:00;2,72
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;15:00;2,25
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;16:00;1,67
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;17:00;0,93
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;18:00;0,31
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;19:00;0,03
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);12/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;04:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;05:00;0,12
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;06:00;0,43
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;07:00;0,78
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;08:00;1,32
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;09:00;2,63
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;10:00;2,75
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;11:00;3,2
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;12:00;2,99
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;13:00;3,03
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;14:00;2,82
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;15:00;2,42
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;16:00;1,39
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;17:00;0,78
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;18:00;0,21
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;19:00;0,02
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);13/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;04:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;05:00;0,16
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;06:00;0,38
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;07:00;0,37
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;08:00;0,42
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;09:00;0,76
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;10:00;0,97
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;11:00;0,71
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;12:00;0,78
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;13:00;0,79
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;14:00;0,48
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;15:00;0,56
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;16:00;0,87
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;17:00;0,71
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;18:00;0,22
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;19:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);14/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;04:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;05:00;0,11
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;06:00;0,66
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;07:00;1,11
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;08:00;1,9
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;09:00;2,54
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;10:00;2,36
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;11:00;3,38
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;12:00;3,5
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;13:00;3,31
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;14:00;3,06
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;15:00;2,65
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;16:00;1,27
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;17:00;1,02
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;18:00;0,2
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;19:00;0,02
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);15/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;04:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;05:00;0,18
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;06:00;0,49
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;07:00;1,35
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;08:00;2,21
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;09:00;2,35
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;10:00;3,08
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;11:00;3,26
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;12:00;2,75
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;13:00;3,28
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;14:00;3,11
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;15:00;2,54
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;16:00;1,8
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;17:00;0,86
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;18:00;0,32
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;19:00;0,04
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);16/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;04:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;05:00;0,14
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;06:00;0,77
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;07:00;1,6
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;08:00;2,34
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;09:00;2,94
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;10:00;3,44
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;11:00;3,76
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;12:00;3,74
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;13:00;3,54
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;14:00;3,15
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;15:00;2,6
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;16:00;1,88
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;17:00;1,16
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;18:00;0,33
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;19:00;0,03
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);17/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;04:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;05:00;0,14
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;06:00;0,76
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;07:00;1,52
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;08:00;2,22
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;09:00;2,83
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;10:00;3,29
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;11:00;3,61
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;12:00;3,66
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;13:00;3,45
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;14:00;2,88
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;15:00;2,41
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;16:00;1,91
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;17:00;1,18
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;18:00;0,33
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;19:00;0,03
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);18/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;04:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;05:00;0,14
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;06:00;0,8
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;07:00;1,62
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;08:00;2,31
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;09:00;2,94
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;10:00;3,41
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;11:00;3,61
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;12:00;3,54
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;13:00;3,53
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;14:00;3,13
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;15:00;2,54
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;16:00;1,78
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;17:00;0,79
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;18:00;0,4
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;19:00;0,04
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);19/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;04:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;05:00;0,17
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;06:00;0,67
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;07:00;1,42
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;08:00;2,15
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;09:00;2,79
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;10:00;3,31
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;11:00;3,6
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;12:00;3,67
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;13:00;3,47
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;14:00;3,08
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;15:00;2,5
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;16:00;1,76
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;17:00;1,02
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;18:00;0,32
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;19:00;0,04
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);20/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;04:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;05:00;0,16
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;06:00;0,62
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;07:00;1,32
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;08:00;2,03
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;09:00;2,68
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;10:00;3,19
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;11:00;3,49
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;12:00;3,57
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;13:00;3,38
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;14:00;2,99
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;15:00;2,42
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;16:00;1,72
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;17:00;0,99
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;18:00;0,34
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;19:00;0,04
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;20:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;21:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;22:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);21/06/2023;23:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);22/06/2023;00:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);22/06/2023;01:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);22/06/2023;02:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);22/06/2023;03:00;0
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);22/06/2023;04:00;0,01
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);22/06/2023;05:00;0,17
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);22/06/2023;06:00;0,73
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);22/06/2023;07:00;1,5
Mazara del Vallo;Radiazione solare totale oraria (MJ/mq);22/06/2023;08:00;2,2
